previous_frame,current_frame,changed_pixel_ratio,classification
frame_0419.jpg,frame_0420.jpg,0.000399,same_build_sequence
frame_0420.jpg,frame_0421.jpg,0.033368,same_build_sequence
frame_0421.jpg,frame_0422.jpg,0.0,same_build_sequence
frame_0422.jpg,frame_0423.jpg,0.0,same_build_sequence
frame_0423.jpg,frame_0424.jpg,0.0,same_build_sequence
frame_0424.jpg,frame_0425.jpg,0.0,same_build_sequence
frame_0425.jpg,frame_0426.jpg,0.0,same_build_sequence
frame_0426.jpg,frame_0427.jpg,0.0,same_build_sequence
frame_0427.jpg,frame_0428.jpg,0.0,same_build_sequence
frame_0428.jpg,frame_0429.jpg,0.0,same_build_sequence
frame_0429.jpg,frame_0430.jpg,0.0,same_build_sequence
frame_0430.jpg,frame_0431.jpg,0.0,same_build_sequence
frame_0431.jpg,frame_0432.jpg,0.0,same_build_sequence
frame_0432.jpg,frame_0433.jpg,0.0,same_build_sequence
